Dealership_Name,Location,Total_Cars_Sold,Total_Revenue
Chevallier,Gaillard,4184,46403200.17
Duval Julien SARL,Ledoux,3332,48689869.27
Mahe,Hebert,402,10861693.83
Olivier S.A.,Daniel,4024,36803284.28
Ferreira,Lebon-les-Bains,2943,45372593.6
Evrard,Jacques-sur-Rodriguez,4399,16494560.46
Prévost,Legendre-sur-Valentin,600,7764391.04
David,Sainte Nicolas,4004,26572471.49
Paris S.A.S.,Merle,4295,4084929.69
Carpentier Delaunay S.A.S.,Dupontdan,4612,34307293.95
Petit,Saint Odette-la-Forêt,3507,47683882.16
Valentin S.A.R.L.,Martins,2444,18137109.16
Lefèvre,David,4655,21786661.14
Fischer S.A.,Verdier,2329,34363169.38
Lebon,Rémy-sur-Fabre,3739,18314986.17
Mallet,Saint Daniel-les-Bains,2823,18799786.89
Colas,Leblancdan,4558,23499201.09
Guillou SARL,Perrierboeuf,1389,47053980.46
Blot S.A.R.L.,LejeuneVille,2023,24312771.05
Lagarde,Buissonnec,4991,17237889.04
Brunet Dijoux S.A.R.L.,ValletVille,1012,18661702.83
Lopes,Sainte Benjamin,2482,47133469.53
Chrétien,LarocheBourg,547,14471373.78
Durand SA,Laporte,1397,25747032.92
Le Roux,Saint Claire,2342,7399566.26
Voisin,De Sousa-les-Bains,4369,36053489.14
Colas,Saint Victor,441,48276534.43
Ribeiro et Fils,Joubertdan,2484,11840219.78
Pinto Bertrand S.A.,Becker,1444,1638820.19
Roussel,MaillardBourg,4782,33225164.82
Rocher,Saint Colette,3590,46749428.89
Ruiz SA,Sainte Catherine,2900,19162810.53
Ferreira,Thibault-sur-Mer,2299,29528605.65
Allain,Samson,2777,8700230.51
Gillet,Bernardboeuf,3935,15417413.84
Mathieu,Riou,488,23572431.75
Girard SARL,Gaudinboeuf,3476,4032226.08
Bègue Grondin et Fils,Bazin,4925,47059266.42
Aubry S.A.R.L.,Germain,117,30330429.23
Martinez,Saint Noël-sur-Mer,4964,35737425.27
Lesage SARL,Mercier,3919,14547730.75
Bonneau,Faure,2673,29835556.98
Le Gall,Lesage-la-Forêt,2848,12890669.26
Bègue,Lefort,2181,18434272.76
Gonzalez S.A.R.L.,Potier,4792,8489878.86
Fontaine,MorinBourg,3411,48799250.46
Mary Sanchez S.A.R.L.,Carre,3141,38158542.0
Maury,Peron,2272,40395849.93
Martinez Garnier SA,Navarro,1589,33160421.09
Hardy,Aubry,3782,37876072.26
Gonzalez S.A.R.L.,Ferrand-sur-Mer,1022,22940754.98
Joseph Ollivier SA,Le Roux,4655,11767195.02
David Jean et Fils,Roussel-sur-Mer,1985,26864890.12
Marion Bouvier S.A.S.,Lévêque,2113,14762861.67
Bazin,Saint GérardBourg,4717,44303000.3
Ollivier Ramos SA,Sainte Danielle,2560,10898727.6
Le Roux,Humbertnec,3786,37512116.62
Lefebvre,MaheVille,4307,32189367.38
Gérard,Rodrigues,1109,17867031.27
Teixeira Leroux SARL,LegrandBourg,4801,1102252.89
Boyer S.A.,BenardBourg,1049,41489205.28
Hernandez,Sainte JérômeBourg,4422,24753729.83
Vidal Bigot S.A.R.L.,GermainBourg,3858,42143976.73
Maillot,Chartier,1467,49531561.84
Philippe,Benardboeuf,4311,5873741.03
Chevallier Ribeiro S.A.,Mendès-sur-Bouvier,4921,47412230.88
Rousset,Hervé,2649,15513207.17
Reynaud SARL,Vaillant-sur-Delmas,968,28654972.61
Maréchal S.A.S.,Boucher-les-Bains,372,13165628.31
Grenier,Léger,2651,19259861.01
Roy,Verdier-les-Bains,410,1611979.39
Toussaint,Gérardboeuf,143,38300547.0
Chauveau et Fils,Michaud,1223,27471231.69
Lambert S.A.,Mallet,1510,7551393.83
Pineau,Carredan,2229,10201963.77
Pages Boyer SA,Guérin,4039,26790972.95
Lemaître,Roussel,536,42753996.56
Thierry,Menard,2504,26139091.2
Imbert,Saint Andrée,4410,40609325.67
Clément,Labbé,3784,12872080.72
Germain SARL,Saint Édith-les-Bains,4929,48800027.24
Dupont Hernandez SARL,Saint YvesBourg,1056,14749354.79
Camus,Lamyboeuf,4598,9168571.18
David Paris S.A.S.,Lambertnec,3102,11353101.49
Fabre,Turpin-sur-Blondel,472,6992754.24
Hebert,Bernard,3946,37356310.54
Joseph Barre S.A.R.L.,Perrot-la-Forêt,3023,24039883.6
Pruvost S.A.S.,Saint Franck-la-Forêt,4069,34304788.28
Lenoir Lesage SARL,Beckerdan,864,24841961.77
Benard,Fontaine,3777,44670976.17
Germain S.A.R.L.,Bouviernec,4102,44274065.42
Garcia Guillet S.A.,Leclerc,2894,44066731.62
Fernandes S.A.,Huetdan,700,20704139.2
Lacroix Barthelemy SA,Maurice,4227,34518574.88
Colas,Sainte Claudinedan,2889,6113695.43
Michaud,RousselBourg,3912,42336831.4
Gautier Lebreton et Fils,Pages,4079,15963071.02
Tanguy S.A.,Saint Lucienec,3933,35703242.56
Meyer,Saint Philippe-sur-Mer,1953,31220288.96
Jean,Fontaine,2588,18162470.32
Aubert Clément SARL,Morel,2799,13482056.22
Tessier Renault S.A.S.,Sainte Charlesdan,3251,11182591.96
Lecomte SARL,Langlois,2807,8742332.98
Hamel,KleinBourg,518,32684296.7
Duval Masse SA,Barthelemy-sur-Lenoir,2794,49336505.06
Payet,Weber-sur-Voisin,957,31222037.72
Maréchal S.A.R.L.,DufourVille,4394,46385972.47
Benard Alves SARL,Valentin,1464,15355049.74
Teixeira,Carlier,4928,31938755.19
Étienne,Prévost,3031,14012231.1
Jean S.A.,Besnarddan,3678,8373185.67
Bodin Letellier SARL,Raynauddan,3612,8338467.52
Dijoux,Michaudboeuf,3359,11313349.57
Neveu,Caronboeuf,3014,19017005.95
Torres Legrand et Fils,Roger,1635,46899792.56
Devaux et Fils,GarciaBourg,2336,24457571.79
Legrand Rémy et Fils,Sainte Lucie,4521,14600573.74
Hamel,Allain,3752,42325467.37
Devaux Pelletier S.A.,BergerVille,778,13042187.03
Dufour S.A.,Vincent-sur-Mer,2514,17212663.52
Brun Charpentier S.A.,Saint JacquesVille,3306,42690751.95
Collet,Saint Julien,4012,14112994.05
Lemaître,Saint Maggie,730,30112266.68
Hardy,Goncalves-sur-Mer,875,38444828.82
Lesage,Pineau,1460,8827561.3
Colin Chauvin S.A.,Sainte AnastasieVille,3500,23410789.99
Rocher,Gautiernec,4965,18623406.89
Benard S.A.S.,Bernard-sur-Mer,3179,35623236.15
Didier SARL,Chrétien,1434,3404058.57
Joly SARL,Nicolas-sur-Foucher,3531,37295781.39
Dupuis,Dupont-sur-Garnier,1877,12285845.91
Klein,Baudry,3009,5860310.93
Clerc SARL,Benard,3252,29094839.11
Briand,Sainte Pierre,430,40073863.11
Peron,Dos Santos,1524,15021243.51
Vincent,Lecoq-sur-Allain,3883,23742510.26
Pascal Martineau S.A.R.L.,Sainte Stéphanie,856,21869752.11
Roy,Sainte Tristan,4216,6953114.96
Sanchez S.A.S.,Gilles,3062,31141671.97
Adam Bernard S.A.,Grenier,2794,31197914.44
De Oliveira,Bousquetnec,3383,40146229.23
Samson et Fils,Sainte Guy,4806,48514116.31
Leconte SA,Sainte Élisabeth,4148,7864337.27
Picard et Fils,Boulay-sur-Mer,1015,7739635.26
Antoine,Aubert,4558,12122503.71
Monnier Potier SA,Cohen,3243,5029866.38
Pereira,Aubert,3060,47602376.39
Guérin,Lacroix,167,16693792.81
Bouchet et Fils,Gay,827,49852533.52
Raynaud,Lombard,1542,23893966.78
Pruvost SARL,Pereira,1282,25750650.57
François Marques S.A.S.,Peronboeuf,3300,49611329.09
Morin S.A.,Vallet,1974,28452995.44
Bertin Martineau et Fils,RoyerBourg,328,19853221.13
Seguin,Verdier,2662,6253658.25
Menard Renault S.A.R.L.,Labbé,4308,27357552.55
Philippe,Valentin,1561,2219102.19
Paris,Legrand-sur-Mer,4473,33864932.88
Gonzalez S.A.,Letellier-sur-Toussaint,126,20657830.88
Nguyen Weiss S.A.R.L.,Marchal,4394,17199657.12
Allain,Martineauboeuf,2264,30219030.29
Gillet,Jourdan-les-Bains,3310,11453858.47
Simon,Dos Santos,1622,21350146.21
Lebrun Mathieu S.A.,Dupontboeuf,4693,30065775.91
Rousset,Saint Nicolas,4774,30160217.04
Leconte Parent SARL,Jacquet,3969,1917303.17
Denis Bodin SARL,Le Roux-la-Forêt,2357,19087106.45
Reynaud et Fils,Sainte Édouard,4804,34370719.78
Pottier,Blondel,446,36246848.92
Marin et Fils,Saint Agnès,805,42600868.38
Techer,Becker-sur-Bodin,2685,31813498.15
Charrier,Étienne,4912,35711909.95
Lebrun Tessier SA,LaurentBourg,4938,1593355.88
Lambert SA,Sanchez,3927,2742093.73
Delorme,Roussetboeuf,2566,19924402.49
Morin,Saint Antoinette,1214,21156724.8
Loiseau,Masson-les-Bains,497,28056494.55
Dufour et Fils,Guérin,2955,26058070.11
Legrand S.A.R.L.,Lecoq,3578,47276415.98
Guillaume Andre S.A.S.,Fabre,2787,37126233.82
Rousseau Robin et Fils,Foucher,204,45151596.65
Mary,Ferrand-sur-Leroux,403,7931403.35
Renault S.A.S.,Saint Williamboeuf,1811,35700494.07
Hoareau S.A.,Saint Josette,3654,38314123.87
Didier,Joly,2022,16714620.73
Roger S.A.S.,Vaillant,1141,15834117.89
Da Costa SA,Robinnec,964,37994850.49
Lebrun SARL,Boyerboeuf,3318,19048941.05
Chrétien,Noël,1902,18984646.02
Dias,Saint MichelVille,1164,35563212.49
Roussel et Fils,Sainte Manon-la-Forêt,4807,9416160.19
Renault,Blondel-sur-Mer,944,26800785.59
Labbé,Ruiz,2242,10648449.22
Leroy,Sainte Françoise-sur-Mer,2458,26511851.6
Boucher SA,CaronBourg,4861,4810730.83
Gros Martins S.A.S.,BrunBourg,141,43984959.7
François S.A.,Hoarau,1664,31848426.2
Mary S.A.R.L.,Carreboeuf,2757,25903441.56
Chevalier,Brunel-les-Bains,4475,8439429.1
Colas Allain S.A.S.,Marie-la-Forêt,1500,45605709.08
Couturier Bourdon S.A.S.,Boulay,1025,9421173.6
Thomas Martineau S.A.R.L.,Turpinnec,1977,5029412.01
Diaz,Mahe,1331,17849260.84
Poulain SARL,Jacquot,173,9273078.92
Hoareau Blondel SA,Rodriguez-sur-Carlier,1559,8268050.51
Collin SARL,Hamon,193,37498418.0
Alexandre,Verdier-sur-Mendès,3000,32582737.2
Ledoux,Payet,1176,30597111.24
Chevalier,Thomas,2062,41357825.88
Louis SA,Sainte Théodore,2297,24829943.91
Leblanc et Fils,Le Gall,3810,1205343.05
Boulanger,Hardy,2905,26304941.45
Chevallier S.A.S.,Becker,1252,10306152.01
Neveu S.A.S.,Saint Margot,441,21606991.58
Louis S.A.,Didierdan,1785,1691091.79
Evrard,Marie,4282,45825390.35
Weber,Bouvet-sur-Gauthier,1032,31866131.12
Lévy S.A.R.L.,Voisin-les-Bains,4334,26649306.96
Pinto,Saint MartineVille,337,13409411.97
Verdier Grondin S.A.S.,Teixeira-les-Bains,3706,6870161.87
Gros,Saint Nathnec,267,10924729.13
Hamon,Benard,2176,13136372.66
Teixeira Dijoux S.A.,Sainte Annedan,2504,17627685.58
Moulin,Boucher-sur-Delaunay,2761,37384422.68
Mahe,Barbier,2152,24119233.83
Bonnet SARL,Jean-sur-Dubois,4725,10627751.8
Philippe SA,Sauvage-sur-Dupuis,1417,8654071.57
Lefebvre SA,Saint Océane,3804,30956288.95
Besson Chevalier et Fils,Saint CapucineVille,2290,26721413.74
Germain,Sainte ChristianeVille,893,49154755.47
Pottier,Saint Danielle,756,7383715.1
Alexandre,Blanchet-sur-Faure,2110,19325237.4
Le Gall Raynaud S.A.R.L.,Lemonnier,1948,39626690.67
Joseph,Chartier,3464,14038530.4
Aubert,Bonnetboeuf,1570,45470980.28
Mercier Maillard S.A.S.,Morel-les-Bains,1006,43721348.73
Devaux,Saint Simone,2408,15659424.03
Voisin Marty et Fils,KleinBourg,1505,33703004.17
Robert,RousseauBourg,4383,39817400.04
Antoine,Philippe,4901,13087441.89
Maréchal S.A.,Sainte Paulettenec,1730,46128996.82
Benoit Allain et Fils,Jacquotdan,4972,41677599.73
Rémy,Maillarddan,333,18638253.08
Chevallier,Faivre,2324,33676737.94
Germain,Delaunay,4160,31824501.4
Caron,Clerc,4702,28087436.98
Gaillard,Pages,3107,11998904.57
Alves S.A.,De Sousa-la-Forêt,3020,6858630.75
Auger,Sainte Marianne-sur-Mer,1956,14375792.25
Gomes Dupuy et Fils,MauriceBourg,2507,44495849.74
Lebreton Valette S.A.S.,Turpin,1677,23659683.47
Ferreira Chrétien S.A.R.L.,Lecomte-sur-Mer,3149,34441364.78
Mathieu,Thibault,1169,33804317.65
Da Silva SA,Texier-sur-Mer,2610,36204650.71
Lemaître,Peron-sur-Morel,4069,40582886.34
Aubry SARL,Perez,2678,43458453.74
Dubois,Torres,2237,47148860.92
Barre,Saint Anastasie,877,49618509.91
Devaux,Guyot,4179,32070794.63
Guyon,Auger,2328,17994478.28
Fernandes et Fils,Bonnin-sur-Gros,2969,30667791.45
Barbe,Cohen,3923,46437930.54
Mendès,Godard-les-Bains,4084,24088809.37
Tessier S.A.R.L.,Leclerc,3519,49303294.98
Morel Garnier SA,Coste-sur-Hamon,3529,8373127.01
Duhamel Gilles S.A.,François-sur-Bonnet,3170,6715315.18
Laurent,Raynaudnec,3025,11914839.44
Laroche SA,ThierryBourg,4694,16973953.08
Hebert SARL,Saint Patrick-sur-Mer,116,15828716.5
Pascal,Meyer,4618,49649509.1
Guillot,Saint Guillaume,3493,23916664.97
Colin,Martineau-sur-Mer,2437,38004225.05
Guillou Pierre et Fils,Guibert,3198,17540986.29
Cohen,Fontaine-les-Bains,2191,15054366.3
Boutin SA,Lecomte,3281,14526019.94
Salmon Meunier S.A.,Ferreiranec,2764,15845945.33
Mace S.A.R.L.,Albert,2132,47938691.42
Aubert,DevauxVille,4885,16863673.45
Simon,Pages,4195,9295009.88
Thierry,Dialloboeuf,557,10053208.83
Marin SARL,Pinto,2462,20129749.55
Joseph,Richard-la-Forêt,335,39928084.63
Meyer,Bergernec,4907,43118975.52
Dufour et Fils,Briandboeuf,4255,10424794.63
Lévy,Charrier,1262,2000251.32
Guérin,Clément,1388,32115135.04
Marin Legrand SA,VasseurVille,4301,24489620.17
Collin,Menard-sur-Guyon,3416,27146996.51
Gillet Gallet et Fils,Saint Alexandria,1502,22459617.05
Meunier Chevalier S.A.R.L.,Sainte Bertrandnec,242,39205123.21
Courtois SA,Legros,129,2694800.89
Clément,Neveu,3219,19292370.39
Robert et Fils,Perret,4356,31530214.46
Menard SA,Louis-sur-Samson,2109,39617498.2
Meyer,Sainte Christelle,4943,6289628.74
Martinez Bertrand et Fils,Joseph,1096,15355284.64
Martineau Hernandez S.A.R.L.,Delannoy,1659,18957001.55
Da Costa,Pires,4031,5132338.27
Guillaume Mary SA,Paul,3204,31471943.94
Grondin,Dupuy,1484,40399862.46
Dumont,Sainte Aurore-la-Forêt,4508,23154227.37
Poulain Fernandez S.A.,Raymond-sur-Adam,1120,11390097.59
Jourdan,PrévostVille,409,11189898.64
Grenier,Lopes,1242,37226187.64
Guillon S.A.,Ferrand,916,29760388.61
Arnaud,Salmon-les-Bains,1707,24773478.67
Hervé et Fils,Klein,3793,29456552.66
Olivier,Gaudin,1414,12238470.84
Rossi,Weiss-sur-Mer,966,41885334.3
Lamy,Tanguy-sur-Tanguy,3739,44501528.79
Riou Fournier SARL,Bouchernec,332,15603449.81
Grégoire,Saint William,1880,12989119.9
Thierry S.A.S.,Valette,1734,19502709.1
Muller Philippe S.A.R.L.,Saint Christiane,1700,23636443.81
Hoarau Rodriguez SARL,Guillou,3643,45956851.63
Leblanc,Morel,3620,32233564.11
Chevalier,Delaunay,4233,32606997.47
Pottier,Faure-la-Forêt,2250,30073802.62
Robert,Boyer-la-Forêt,4037,21897242.53
Lemonnier Reynaud S.A.S.,Ferrand-sur-Mer,2515,18352088.35
Dupont et Fils,Sainte Paul-les-Bains,3526,19170539.56
Grondin Leroy et Fils,Mathieu,1822,48569801.2
Poulain,Sainte Daniel,3481,19606862.74
Jacques,Sainte Roger,2687,25661971.1
Letellier,GuilbertBourg,4699,45822914.61
Coulon,Lacombedan,3793,43795639.3
Fleury,Ramos-sur-Mer,912,38740772.14
Colin Gérard et Fils,Schneider-la-Forêt,3978,9540433.64
Normand Normand S.A.,Bonnin,4020,43643500.2
Ferrand,Chevallier,2031,5725918.56
Chevalier S.A.S.,Labbé,190,13226694.28
Faure De Sousa SA,Saint Arthurboeuf,4362,11419009.51
Goncalves,Gonzalez,4374,10110829.52
Renaud,Camus,2448,36194817.62
Bruneau,Delmasdan,2790,5162091.75
Mahe,Munoz-les-Bains,4341,13081723.12
Letellier Mahe SARL,Sainte Noémi,2975,21897229.61
Robert Buisson S.A.S.,Tanguy,3403,36469417.69
Bonnet,Vincent-sur-Rocher,2677,25089950.3
Renaud S.A.S.,Le Gall,2067,29367978.47
Leclercq,BouvetBourg,4582,36652544.81
Moreau Bernier S.A.,Rémy,475,13140696.73
Noël,Fournier,2455,34071921.19
Rossi,Piresnec,298,16201189.78
Meunier,Bailly,3647,26479139.92
Bourdon SA,Saint Françoise,4378,2529051.0
Gillet,Delaunay-sur-Peltier,3821,4987707.64
Grenier Deschamps S.A.,BoulayBourg,2079,10144008.33
Leblanc,Lucas-sur-Mer,1376,20939667.66
Lacombe,DupuyBourg,2764,49578554.67
Pages,Saint Élodie-sur-Mer,4055,32886727.31
Weber,Delorme-sur-Mer,2327,15300977.43
Maury,Descamps,629,10306690.65
Lefort Wagner S.A.S.,Ferranddan,4813,38400752.01
Blanc,Hernandez,1311,34257754.58
Duval,Bessonboeuf,4870,1423932.08
Wagner SARL,Barbe,4150,37424408.92
Bourdon S.A.R.L.,Vasseur,4132,44309502.66
Bruneau,Saint Franckdan,4276,41635065.93
Raymond,CarlierVille,1704,32563820.15
Maillet,Seguinboeuf,913,45612242.98
Bousquet,Saint PaulBourg,4748,4868383.89
Gautier Besson S.A.R.L.,Toussaintdan,586,48920449.54
Andre,Buisson,3281,40520627.16
Guillaume Fouquet S.A.R.L.,Garnier,746,5654556.04
Lagarde,Duhamelboeuf,1981,35623047.33
Raymond,Lopez,3199,10634492.03
Guyon Gomez SARL,Moulin,3848,21251344.56
Navarro,Fontaine-sur-Mathieu,535,33217297.73
Sanchez,Rémy-sur-Raymond,4012,29395950.65
Garnier S.A.S.,Collindan,936,37800644.62
Chrétien S.A.S.,Toussaint-la-Forêt,1029,28981518.13
Lecomte,Jacques,1784,28721942.78
Neveu,Duval,3465,44614439.3
Lecoq S.A.R.L.,Gaudin,1841,3581259.94
Poulain Laine S.A.S.,Collet,1525,4610581.41
Barre Picard S.A.S.,Lecomte,1934,3748207.79
Cohen,Petit,2098,12807328.11
Weber,Carlier,3521,1721520.23
Seguin,Leclerc-la-Forêt,201,25626797.24
Pasquier,Marion,3875,27445315.86
Maréchal,Richard-la-Forêt,2388,4735876.24
Laporte,Bruneau,608,33240666.1
Carlier,Seguin-sur-Fournier,301,17126739.95
Roger S.A.R.L.,Leblanc-la-Forêt,2651,14145493.41
Dumas Laurent SA,Saint MarineBourg,4148,13897326.12
Duval,Leroynec,339,10256994.13
Perrot S.A.R.L.,Sainte Marie,441,18049584.22
Potier SARL,Charrier,607,38681028.77
Blanchard,Sainte Sylvie,3043,44651877.71
Collet,Munoz,2125,38160458.85
Perrier,CharlesBourg,2108,16796636.82
Fernandez S.A.R.L.,Bailly-les-Bains,5000,48826126.05
Faivre,Laine-sur-Gauthier,365,27477600.41
Pinto Robin SA,Vasseur,3978,2980945.83
Lévy Lambert S.A.,Blot,2275,21957383.3
Germain,Couturier,4634,45073776.85
Da Silva,Delattrenec,4093,49467784.45
Lagarde,Roy-la-Forêt,3959,12853525.64
Ribeiro,Monnier-la-Forêt,2984,40201671.2
Leleu et Fils,Sainte Marthe-sur-Mer,1311,12165107.4
Marin,Sainte Gabrielle-les-Bains,2648,21659928.77
Jacques S.A.S.,Sainte Lucyboeuf,2537,18672825.51
Chauveau Meunier S.A.R.L.,Philippedan,1031,48719583.94
Le Roux et Fils,Gaudin-la-Forêt,2139,34927117.91
Lemaire S.A.R.L.,Delannoy,140,36191423.49
Gaillard Regnier SARL,Guyot-les-Bains,4752,7415915.7
Royer SARL,Dijoux-sur-Mer,2882,25137055.8
Bousquet,Godard,4737,15765008.16
Guilbert Rivière S.A.,Dupuy,3503,48545035.26
Didier SARL,Pruvost,4902,24370205.86
Colin,Marchal,3552,19962414.29
Munoz,Hernandez,4298,36040732.2
Alexandre,Leleu-sur-Lefort,534,33702773.33
Bourdon,Dijoux,255,31504307.36
Leblanc SARL,RobertBourg,2095,29010110.1
Roche,Rivièrenec,3029,20592567.46
Lombard SA,Prévost,1255,26188440.98
Delmas,Martinez,2339,46832623.57
Carlier,Saint Zoé,2609,22203375.22
Dijoux Boulanger SARL,Godardboeuf,835,37538683.47
Perrin,Lopez,270,42573398.51
Lenoir SARL,LeroyBourg,2228,8179972.71
Hoareau Michel et Fils,Duval-sur-Texier,4579,4437017.93
Léger,HoareauVille,1305,3446931.96
Couturier SARL,Pelletier,4836,16042093.58
Wagner et Fils,Gimenez,1601,39310256.38
Gallet,Fernandez-la-Forêt,1918,13680421.15
Benoit S.A.,Lopesnec,4496,27937488.23
Maillot S.A.R.L.,Charrier,3846,45418883.28
Chrétien S.A.S.,Perrin,344,42755608.6
Colin Robert S.A.,Allardnec,3595,47436006.82
Joseph Labbé SARL,Saint Benoît,2997,28952801.37
Verdier SA,Denisdan,2864,31279773.88
Petit,Lopes-la-Forêt,2656,26182232.68
Mary,Bertin-la-Forêt,3745,15271170.99
Robert Blin S.A.,Leconte,1150,38080602.34
Dupont S.A.S.,Michel,1687,39635819.72
Giraud,Gillet,2524,3282364.9
Maillot,Toussaint-les-Bains,349,9695722.04
Jacquot,Guillaumenec,2181,11980891.46
David Bodin S.A.S.,RousseauBourg,1911,36409164.56
Legrand S.A.R.L.,Muller,2468,42665927.3
Bertin Guilbert S.A.R.L.,Goncalves,911,27399359.61
Perret,Saint Étienne-la-Forêt,2859,30148932.49
Mahe S.A.R.L.,Descamps,1959,14808553.85
Duval,MartinsBourg,1265,35465136.4
Wagner,Blanchet,3095,49065502.86
Guichard Descamps S.A.R.L.,Lainedan,4548,3107417.81
Monnier,Gaudin,168,46783223.3
Valette et Fils,Barbier,3901,15266023.93
Marin Le Gall S.A.S.,Perrinnec,1109,25922336.82
Da Silva,Guichard-sur-Samson,3460,8932588.12
Prévost,Poulain-la-Forêt,1694,5721449.37
Guyot Auger SA,Bonnin,4548,33717520.79
Marie SA,Fleury-sur-Mer,1454,12839708.07
Reynaud Hamel et Fils,Sainte Sabine-les-Bains,4614,6034544.02
Leclercq,Pichon,245,25064585.11
Morvan S.A.,Sainte Georges,789,3467930.58
Godard,Peltier,452,29917552.0
Joubert,Bouvet,2200,36691299.45
Turpin Ruiz et Fils,HamonBourg,3641,41936963.68
Gomez S.A.,Ferrand,299,42304086.23
Didier,Maillard,1655,29247016.92
Jacquet SARL,Pascal-les-Bains,3644,4835479.73
Robin,Maillard,2018,47306767.97
Barthelemy,Noël,4287,14299202.52
Perret,Brunetnec,2306,49667313.15
Humbert,LaporteBourg,1170,1900850.25
Georges Evrard S.A.,Pereira-la-Forêt,4711,47441116.32
Lucas,ÉtienneBourg,2346,26953099.89
Lopes Clément S.A.R.L.,Sainte Alice,3676,28671179.11
Bousquet Peltier S.A.S.,Pasquier-sur-Dufour,795,5812718.88
Bonneau S.A.S.,Renard,1288,14781843.5
Couturier Cousin et Fils,Lebrun,2788,49785847.94
Hamel S.A.S.,Berger-sur-Bigot,3283,27447329.82
Bernard,Maury,2581,20220790.01
Guillon S.A.,Durand-sur-Neveu,3414,36547749.62
Potier SA,RousselVille,325,32449460.59
Delattre,François-sur-Mer,1638,33573948.22
Mahe,François,946,39552398.79
Masse,Delahaye,546,5350477.65
Lombard Masse et Fils,Roux-sur-Ollivier,2019,16193973.93
Carpentier,Saint Patricia,472,46742889.65
Bousquet,Auger,3244,24644199.2
Le Goff S.A.R.L.,Nicolas,1851,39132025.41
Maurice,Thibault,2577,43265056.16
Robert,Rolland,909,9588877.7
Nguyen,DialloBourg,3756,24453659.4
Berger,Saint Suzanne,3833,49674395.99
Léger Morel S.A.R.L.,Vasseur-sur-Lamy,1019,29448670.99
Dos Santos,Sainte Paul,4183,33808892.5
Gallet S.A.R.L.,Sainte Michèle,3766,34476685.17
Lévêque,Masson-les-Bains,4266,3103454.2
Jacquet,Sainte Philippine,2991,13500219.79
Garnier Boucher S.A.S.,Hardy,3976,35155275.97
Bernard,Giraud-sur-Lebreton,3721,40748297.08
Philippe,Bourgeois,3910,42218663.95
Delaunay S.A.R.L.,Girard-sur-Brunel,3143,20000376.7
Delaunay S.A.,Sainte ThibaultBourg,2493,25385305.54
Devaux Renaud S.A.R.L.,Peron,2323,7954422.82
Clément SA,Martin,4991,26357896.43
Colas SARL,Leleudan,714,44101195.15
Guillou,Julien,2170,14620343.45
Maury,Potierboeuf,4325,20579687.11
Colas,Sauvage,830,22996822.6
Guillon SARL,Rossi,4241,9514667.11
Parent S.A.,Moulinnec,4820,13897114.96
Rivière Monnier S.A.S.,Joly-sur-Ramos,2345,3538938.14
Courtois,Besnard,1880,11628683.83
Poulain SA,JacquetVille,2478,23985173.82
Gomes S.A.S.,Sainte Élodie,3533,44682716.82
Imbert,Lemonnier-la-Forêt,407,29797136.15
Duhamel,Faivre,1857,31523146.38
Coste SA,Hoarau-sur-Cohen,3254,14484975.87
Da Costa,Weiss-la-Forêt,1813,42167461.46
Boyer SARL,Delattre,4176,36139704.83
Neveu SA,Blanc-la-Forêt,344,13160493.8
Aubry,Allain,2901,26571029.74
Bailly S.A.R.L.,Jourdan,4736,22274156.04
Blin,Techer,4304,48861034.16
Gomez SARL,Noël-la-Forêt,189,47661887.45
Leleu,Carre,2146,2198636.36
Perrin,Germain,1928,21061963.88
Picard Thomas SA,Raymond,1604,5188221.37
Garnier S.A.R.L.,Hardy,4073,12759769.04
Bailly SARL,Sainte Capucine,1323,8910204.42
Mahe Gilles SA,Ollivier,3048,16130033.72
Pascal,De Sousa,4525,18489303.77
Rocher Andre et Fils,Saint ChristopheVille,3689,48772132.54
Grondin,Saint André,4027,24806741.76
Cohen Paris S.A.,Sainte Michelle-les-Bains,196,41269368.53
Léger et Fils,Sainte NicolasVille,2202,16024194.12
Baron Morel SA,EvrardVille,3873,27114238.13
Baron,Garnier,3967,42180710.64
Samson Hardy S.A.S.,Henry,218,39661627.54
Navarro,Joly,772,8042440.35
Paul,Gomes,2059,12519990.72
Poulain SA,Valette,2634,5293447.36
Deschamps,Leroy,3612,15491180.94
Bertrand SA,Godard,3574,27734004.34
Dumas Georges SA,Saint Timothée,2313,38229161.18
Denis S.A.R.L.,LefebvreBourg,2486,49176096.52
Ramos,Sainte Richard-sur-Mer,343,34476682.02
Clerc,Lemonnier,1058,24639404.97
Grégoire S.A.S.,Grenier,3587,8581758.81
Baron,Arnaud,4603,1882338.95
Baron Hamon SARL,Rousset,4813,3034350.7
Boulanger,Barbedan,2830,45409482.84
Maillard,Lebreton,4724,17551152.73
Courtois,Benoit,612,5799620.01
Philippe Faivre S.A.R.L.,Sainte Caroline,4333,25017922.82
Germain,Sainte Pénélope,753,16529454.16
Boutin Teixeira S.A.,Guillet,1397,17342312.29
Brunet SARL,Pruvost,2742,14770665.43
Lemaître Leclerc et Fils,Lopez,4038,23114820.8
Courtois S.A.,Carre,1555,46602607.91
Brunel SARL,Fabre,1184,31066407.41
Poirier,Blin,4644,15968901.92
Bruneau et Fils,Olivier-sur-Valette,2274,30903676.99
Benoit,Martinez,920,18839544.79
Gallet Colas S.A.,Paul,4994,23671495.37
