Vehicle_ID,Vehicle_Model,Fuel_Type,Price,Stock_Level,Warehouse_Location
9661,Carpentier Maurice et Fils Hatchback,Electric,47501.45,41.0,Lenoir
9662,Leleu SUV,Electric,66711.61,90.0,RivièreBourg
9663,Moreau S.A.S. Truck,Diesel,19928.82,64.0,Roux-sur-Mallet
9664,Lemaître SUV,Diesel,92908.53,50.0,Simon
9665,Delattre Léger S.A. Truck,Diesel,44996.97,64.0,Rousseau
9666,Roy Rivière SA Sedan,Electric,20536.04,50.0,Menarddan
9667,Olivier SUV,Diesel,66163.18,75.0,Allard
9668,Benoit SUV,Electric,55930.87,50.0,Sainte Éléonore
9669,Salmon Guyot SA SUV,Diesel,60389.11,31.0,Vidal-sur-Mary
9670,Ramos et Fils SUV,Hybrid,62152.97,75.0,Sainte Claire
9671,Albert S.A.R.L. Convertible,Electric,52906.36,20.0,Bonnin
9672,Duhamel SUV,Diesel,47155.46,31.0,Sainte Thérèsenec
9673,Laine Sedan,Gasoline,34302.14,,Sainte ThérèseVille
9674,François Pons et Fils Convertible,Diesel,99660.68,85.0,Prévost
9675,Colin Truck,Gasoline,19988.71,54.0,Germain
9676,Ferreira SARL Convertible,Hybrid,38466.48,6.0,Gallet-les-Bains
9677,Da Silva SUV,Electric,86703.68,90.0,Rogerdan
9678,Michel et Fils Truck,Hybrid,47999.57,70.0,Saint Thomas
9679,Vasseur Hatchback,Gasoline,57091.27,65.0,Da Silva
9680,Grenier Sedan,Gasoline,60593.49,81.0,Gomesnec
9681,François S.A.S. Truck,Diesel,29208.86,7.0,Martinez
9682,Berger Hatchback,Diesel,88674.87,9.0,Bazin
9683,Barbier Hatchback,Electric,73657.65,87.0,Saint Maurice-les-Bains
9684,Brunet Truck,Diesel,68119.19,3.0,Foucher
9685,Barbe Truck,Electric,24048.17,69.0,Sainte ThomasBourg
9686,Leclerc S.A.R.L. Sedan,Hybrid,64595.03,66.0,Sauvage
9687,Fernandes Fischer SA SUV,Hybrid,103709.6,5.0,Saint Capucine
9688,Paul Hatchback,Diesel,34576.6,68.0,Benoit-sur-Roche
9689,Jacques Sedan,Electric,26800.31,87.0,Letellier-sur-Mer
9690,Meunier Hatchback,Hybrid,57844.28,97.0,Coulon-sur-Mer
9691,Léger Sedan,Gasoline,31018.33,74.0,Poirier
9692,Lejeune S.A. Truck,Diesel,41294.15,38.0,Buisson-sur-Bourgeois
9693,Boulay S.A.R.L. Convertible,Gasoline,47364.29,39.0,Saint Nicolasboeuf
9694,Lemaître Truck,Hybrid,117539.9,28.0,Bonneau
9695,Lecoq Convertible,Hybrid,97513.81,51.0,Saint Gabrieldan
9696,Humbert Convertible,Hybrid,26629.93,11.0,Gérard
9697,Gimenez Hatchback,Diesel,76098.78,38.0,Gomez-sur-Meunier
9698,Auger S.A.R.L. Convertible,Electric,74804.6,35.0,Devaux-la-Forêt
9699,Auger Truck,Electric,35445.31,30.0,Saint Chantal
9700,Renault SUV,Hybrid,37969.0,30.0,Marin
9701,Delattre Evrard SA Sedan,Electric,99326.67,19.0,VaillantBourg
9702,Fouquet Morin S.A. Sedan,Electric,60053.48,6.0,Guérin
9703,Grégoire Sedan,Diesel,39344.87,73.0,Ramos
9704,Pelletier Moreno SARL SUV,Hybrid,56344.66,87.0,Pons
9705,Hamel Traore S.A.R.L. Hatchback,Gasoline,21549.61,,PoirierBourg
9706,Peltier Truck,Hybrid,108241.55,97.0,Ribeiro
9707,Martineau Klein SARL Hatchback,Hybrid,85836.74,83.0,Monnier
9708,Meyer S.A.S. Hatchback,Hybrid,33023.21,84.0,Baron
9709,Rousset SUV,Hybrid,42742.44,41.0,Saint Daniel-la-Forêt
9710,Lefort SUV,Hybrid,106356.09,56.0,Sainte Timothée
9711,Berger SUV,Diesel,58927.41,77.0,Costa
9712,Collet Lefebvre SARL Truck,Electric,71557.89,,Hebert
9713,Barbe S.A. Sedan,Hybrid,34203.69,39.0,Pires
9714,Rousset et Fils Convertible,Electric,57794.04,87.0,Leroux-sur-Sanchez
9715,Jacquot S.A.S. SUV,Electric,110663.67,65.0,Simon-sur-Besnard
9716,Leclerc Hatchback,Diesel,54335.82,55.0,Rocher-les-Bains
9717,Fernandez Leduc S.A.R.L. SUV,Diesel,73212.27,47.0,Rey
9718,Bazin et Fils Convertible,Diesel,109663.75,87.0,Sainte Manon
9719,Gérard Truck,Gasoline,111986.69,53.0,Saint Paulette
9720,François SUV,Gasoline,102831.25,37.0,Cordier-sur-Denis
9721,Guillon S.A. Convertible,Diesel,48245.53,83.0,Marin
9722,Cohen Truck,Diesel,41370.02,24.0,Guérindan
9723,Carlier Richard S.A.R.L. Truck,Electric,103007.03,,Delahaye
9724,Aubry Sedan,Hybrid,95681.01,84.0,Salmon
9725,Lopes Hatchback,Diesel,30650.4,57.0,Marchal
9726,Leduc et Fils Hatchback,Diesel,85634.01,97.0,Le Roux
9727,Humbert SUV,Electric,22629.42,72.0,Sainte Josephnec
9728,Simon Convertible,Gasoline,73642.03,50.0,Saint Aimée
9729,Louis Sedan,Diesel,35343.42,16.0,Hoarau
9730,Bernard Sedan,Diesel,61043.65,0.0,Pereira
9731,Ollivier SUV,Gasoline,75562.11,7.0,Sainte Andrée
9732,Godard Hatchback,Gasoline,111705.84,83.0,Aubert
9733,Roche Convertible,Gasoline,17170.47,,Godard-les-Bains
9734,Morvan SA Truck,Hybrid,106403.21,48.0,Saint Marine-les-Bains
9735,Michel Convertible,Diesel,41642.49,69.0,Sainte Hortense
9736,Roche S.A. Convertible,Hybrid,62992.75,16.0,Bailly-sur-Fischer
9737,Gillet SUV,Hybrid,66273.14,33.0,Peltier
9738,Leroy Pichon SA Hatchback,Gasoline,119972.92,29.0,Saint Marthenec
9739,Reynaud Buisson SARL SUV,Hybrid,99297.09,12.0,Lambert
9740,Hebert S.A. Truck,Diesel,56499.39,76.0,Andre-sur-Dumas
9741,Perrin Convertible,Hybrid,46882.66,64.0,Olliviernec
9742,Hoareau Truck,Diesel,119352.99,81.0,Sainte Pauline-la-Forêt
9743,Vaillant Truck,Gasoline,94824.73,30.0,Guyon
9744,Leclercq Sedan,Hybrid,46575.91,20.0,Saint Susanne
9745,Allard Sedan,Hybrid,100999.43,94.0,Sainte Guillaume-sur-Mer
9746,Faure Convertible,Diesel,84978.44,70.0,Sainte Henrinec
9747,Weber S.A.R.L. Hatchback,Electric,28133.56,48.0,Saint Thibaut
9748,Roussel SA Convertible,Hybrid,81155.47,39.0,Lombard
9749,Leleu S.A.S. Hatchback,Gasoline,88730.23,41.0,Sainte BrigitteVille
9750,Boucher SA Truck,Hybrid,107758.4,90.0,Moreno
9751,Bourdon SUV,Gasoline,68402.09,37.0,Bouchet-sur-Perrot
9752,Jourdan SUV,Electric,82340.73,61.0,Saint André
9753,Evrard Valentin S.A.S. Hatchback,Hybrid,39582.09,20.0,Léger
9754,Bouvet Dupont SARL Convertible,Diesel,43970.95,21.0,Allain
9755,Godard Chauvin S.A.R.L. Convertible,Diesel,72065.16,98.0,Bruneau
9756,Bonnet S.A.R.L. Truck,Hybrid,38206.34,,Saint Renédan
9757,Rousset Noël et Fils SUV,Diesel,92250.49,62.0,Delaunay
9758,Besson SUV,Electric,115039.88,1.0,Gauthierdan
9759,Gaillard Barre et Fils Sedan,Hybrid,58299.39,31.0,Sainte Jean
9760,Coulon Truck,Hybrid,71294.71,74.0,JacquotVille
9761,Bonneau Chevalier S.A. Convertible,Hybrid,29938.47,4.0,Sainte Élisabeth
9762,Briand S.A.R.L. Convertible,Electric,56153.53,12.0,Le Goff
9763,Lecoq Truck,Diesel,92582.17,19.0,Sainte Hélènenec
9764,Dupuy Convertible,Electric,52498.9,92.0,Germain-sur-Robin
9765,Marie Truck,Gasoline,65879.46,70.0,Leducboeuf
9766,Blanchard Convertible,Gasoline,63096.77,15.0,Sainte Denise
9767,Pelletier Chevallier et Fils SUV,Electric,90073.7,10.0,Payetnec
9768,Germain Truck,Electric,52586.3,67.0,Dumas-sur-Roger
9769,Peltier Sedan,Electric,38907.93,,Saint LorraineVille
9770,Barbe SUV,Gasoline,86943.94,73.0,Gomesdan
9771,Caron Guichard SA Convertible,Gasoline,58107.98,43.0,Sainte Alexandre-les-Bains
9772,Weber S.A. Truck,Gasoline,100259.05,36.0,Sainte Patriciadan
9773,Royer Hatchback,Electric,118799.76,36.0,Guillon-sur-Besson
9774,Perrin SUV,Electric,76286.26,96.0,Meunier-sur-Teixeira
9775,Charrier SARL Truck,Diesel,105570.53,55.0,Torres-sur-Perez
9776,Seguin Truck,Hybrid,68591.83,48.0,Louis
9777,Perret Seguin SARL Sedan,Hybrid,44558.38,88.0,Renard
9778,Morel Hatchback,Hybrid,19648.31,70.0,Sainte LuceVille
9779,Berger et Fils Truck,Electric,46030.25,49.0,Saint Emmanuel
9780,Blondel Boutin S.A.R.L. Convertible,Hybrid,17479.58,49.0,Rivièrenec
9781,Gomes SUV,Hybrid,110078.55,97.0,Moulin
9782,Meunier Meyer SARL Convertible,Diesel,32096.64,19.0,Sainte Dorothée
9783,Ruiz Sedan,Gasoline,23169.72,36.0,Saint Jérôme
9784,Gomez SARL Truck,Gasoline,54352.59,17.0,Texierboeuf
9785,Laroche Bertrand SA Truck,Diesel,69328.84,21.0,Couturier-sur-Turpin
9786,Roche et Fils Convertible,Hybrid,81201.0,,Garcia
9787,Léger Hatchback,Electric,58776.17,73.0,Lejeune-les-Bains
9788,Perez Convertible,Hybrid,97002.11,78.0,Menard
9789,Delattre et Fils Truck,Diesel,74703.54,61.0,Sainte AlainVille
9790,Antoine Truck,Hybrid,17383.5,34.0,Renault
9791,Torres SUV,Electric,110759.11,98.0,Saint Denise-la-Forêt
9792,Fernandes Truck,Gasoline,41857.74,21.0,Jacob-les-Bains
9793,Prévost Hatchback,Diesel,22152.16,90.0,Sainte Sabinenec
9794,Ferreira SUV,Gasoline,84884.17,71.0,Mercier-sur-Morin
9795,Teixeira SUV,Diesel,93137.02,37.0,Klein-sur-Meyer
9796,Becker Guilbert et Fils SUV,Hybrid,45682.21,19.0,Jean-les-Bains
9797,Bouvier Hatchback,Diesel,48565.6,26.0,Faivre-sur-Auger
9798,Roux SA Convertible,Gasoline,47952.07,87.0,Olivier
9799,Bernard Hatchback,Gasoline,72435.17,10.0,Le GallVille
9800,Garcia S.A.R.L. Hatchback,Diesel,63695.49,74.0,Arnauddan
9801,Maillot Couturier SA Hatchback,Gasoline,48207.4,99.0,Carpentier
9802,Torres SA Sedan,Gasoline,49856.94,23.0,Schneider
9803,Buisson Convertible,Hybrid,39304.55,59.0,Lelièvre
9804,Ferrand SA Truck,Diesel,43866.54,40.0,Hubert
9805,Joly Convertible,Gasoline,58533.02,24.0,Gauthier
9806,Renard Truck,Hybrid,104659.43,4.0,Baronboeuf
9807,Maillet Sedan,Diesel,92579.34,62.0,RousseauVille
9808,Thomas Truck,Diesel,112308.53,70.0,Sainte Frédéricnec
9809,Faivre Richard et Fils Hatchback,Electric,101883.55,93.0,Monnier
9810,Besson Convertible,Gasoline,58862.77,,Camus-sur-Bailly
9811,Daniel Marchal S.A.S. Convertible,Diesel,58137.08,22.0,Poulain
9812,Marie S.A.R.L. Convertible,Electric,78671.22,31.0,Sainte Catherine
9813,Delorme et Fils Convertible,Gasoline,60562.46,78.0,Gimenez
9814,Pottier SARL Convertible,Gasoline,37829.51,97.0,Gros
9815,Olivier S.A.R.L. SUV,Diesel,35619.86,76.0,Mendès
9816,Dupuy SUV,Electric,24384.5,31.0,Maréchal-les-Bains
9817,Fouquet SUV,Hybrid,84815.84,15.0,Payet-la-Forêt
9818,Roy SUV,Hybrid,65261.04,14.0,Mary
9819,Guérin Roussel SARL Sedan,Diesel,99263.52,11.0,Pages
9820,Fischer Truck,Gasoline,50673.48,13.0,Blin
9821,Toussaint Barbier SA Truck,Electric,119922.46,39.0,BarbierVille
9822,Guyot Sedan,Electric,32765.86,87.0,Robertdan
9823,Boulanger SUV,Gasoline,57168.71,44.0,De Oliveiranec
9824,Evrard S.A. Convertible,Diesel,23660.44,40.0,Sainte Claire
9825,Lopes Guillon SA Sedan,Hybrid,75081.83,77.0,Dijoux-la-Forêt
9826,Olivier Laine SA SUV,Hybrid,41217.57,45.0,Cordier
9827,Gros Hatchback,Hybrid,58217.44,54.0,Sainte Adrienne-les-Bains
9828,Jacquet SUV,Diesel,86465.68,56.0,Mercier
9829,Reynaud Sedan,Gasoline,48283.59,46.0,Texier
9830,Gaudin Truck,Electric,101034.11,91.0,Tanguyboeuf
9831,Legros S.A. Sedan,Hybrid,49300.96,13.0,Carlier-sur-Maréchal
9832,Fouquet Truck,Diesel,38593.73,23.0,Sainte Constance
9833,Gonzalez Truck,Electric,56681.81,33.0,Meyer
9834,Deschamps S.A.R.L. Hatchback,Hybrid,39476.7,26.0,Laporte
9835,Guillot Hatchback,Diesel,65310.11,,Saint Louis
9836,Hoareau et Fils Convertible,Gasoline,32749.54,22.0,Gimenez
9837,Gallet SUV,Gasoline,36414.93,82.0,Lemonnierdan
9838,Pinto Thomas S.A.S. SUV,Electric,70080.77,3.0,Roche
9839,Fabre SUV,Electric,88762.87,45.0,Vaillant
9840,Le Goff SA Convertible,Hybrid,31038.5,85.0,Sainte Simonedan
9841,Fouquet Convertible,Diesel,34891.23,,Saint LuceBourg
9842,Lagarde S.A. Sedan,Electric,18421.84,17.0,Sainte Noémi
9843,Robert SA Convertible,Hybrid,68814.79,98.0,Guillaume
9844,Picard Sedan,Electric,71124.43,89.0,Renaud-la-Forêt
9845,Guillon Robin S.A.R.L. SUV,Gasoline,99852.99,35.0,Hervédan
9846,Gaillard et Fils Sedan,Electric,59824.08,59.0,Sainte Marc-la-Forêt
9847,Carlier Rey SARL Convertible,Hybrid,39565.97,72.0,Gilles-sur-Dupuy
9848,Carpentier Bouchet S.A. SUV,Electric,67255.17,86.0,Saint Manon-la-Forêt
9849,Collet Albert SARL Convertible,Diesel,76465.32,55.0,ValléeBourg
9850,Benard Traore S.A.S. Convertible,Diesel,84678.46,16.0,Saint DanielleVille
9851,Auger Faivre et Fils SUV,Hybrid,79303.24,55.0,Royernec
9852,Hamel Truck,Electric,71300.22,60.0,Sainte Margot
9853,Valentin Hatchback,Gasoline,37708.65,28.0,Gaynec
9854,Humbert Faure S.A.S. Convertible,Electric,77262.5,22.0,Sainte René
9855,Potier Truck,Gasoline,42692.21,31.0,Barthelemy
9856,Seguin S.A.R.L. Truck,Electric,88361.54,19.0,Lerouxdan
9857,Bouvet Convertible,Diesel,95973.85,21.0,MullerVille
9858,David S.A. Sedan,Diesel,79118.95,70.0,Lévêquedan
9859,Lejeune S.A.R.L. Sedan,Diesel,43771.63,18.0,Garnier-sur-Mer
9860,Baudry Monnier S.A.S. Sedan,Gasoline,58902.38,75.0,Moreau
9861,Guillou Hatchback,Electric,57046.78,43.0,Nguyen
9862,Moreau Truck,Electric,116072.01,5.0,Saint HenriVille
9863,Lecomte Legrand S.A. Truck,Gasoline,107405.53,35.0,Sainte MarianneVille
9864,Legendre Chevallier S.A. Truck,Diesel,93417.86,67.0,Besson-sur-Mer
9865,Rodrigues Truck,Diesel,38713.96,94.0,Dupré-les-Bains
9866,Langlois Truck,Diesel,64452.35,46.0,BouchetBourg
9867,Martinez Truck,Hybrid,48762.55,14.0,Baron
9868,Germain Hatchback,Gasoline,110761.62,54.0,Guérin
9869,Aubry Poirier S.A. Truck,Electric,34959.44,79.0,Joubert-sur-Bonneau
9870,Pons SUV,Gasoline,88058.38,,Barthelemy
9871,Bigot Hatchback,Diesel,101877.0,40.0,Marques
9872,Dijoux Boutin S.A.S. Truck,Electric,114606.41,,Sainte Eugènedan
9873,Guyon Sedan,Electric,17036.8,33.0,Julien-les-Bains
9874,Thibault Truck,Hybrid,119605.81,19.0,GermainVille
9875,Antoine Roy S.A.R.L. Hatchback,Hybrid,92291.29,91.0,Richard
9876,Clerc Convertible,Gasoline,28191.43,61.0,Morvandan
9877,Nicolas Meyer SARL Hatchback,Hybrid,74278.32,28.0,Renard-sur-Mer
9878,Guichard Sedan,Diesel,73459.77,10.0,Allain
9879,Sanchez Truck,Hybrid,38278.39,12.0,Martinez
9880,Pottier Perez S.A.S. Hatchback,Gasoline,72958.41,50.0,Lopezdan
9881,Pires Germain S.A. SUV,Hybrid,23600.25,65.0,RossiBourg
9882,Colas SA Sedan,Gasoline,51070.84,6.0,Lemaire-sur-Mer
9883,Camus Rodriguez S.A.S. Sedan,Electric,119707.08,13.0,Le Gall
9884,Vallet Grégoire et Fils Truck,Gasoline,100142.17,35.0,Mahedan
9885,Michaud Convertible,Diesel,91340.21,90.0,Faivrenec
9886,Daniel Hatchback,Gasoline,103314.38,28.0,Sainte OdetteVille
9887,Camus Truck,Electric,113022.04,79.0,Lefort-sur-Mer
9888,Descamps S.A.S. Convertible,Gasoline,95015.24,53.0,Robertboeuf
9889,Perrier SARL Sedan,Gasoline,80881.62,,Durand
9890,Fischer Picard S.A.S. Hatchback,Gasoline,95611.23,22.0,Merle
9891,Bousquet Convertible,Gasoline,61623.92,32.0,Sainte Antoine-sur-Mer
9892,Ferreira Martineau SARL SUV,Electric,71175.21,20.0,Giraud-sur-Mer
9893,Mace Sedan,Hybrid,50202.22,22.0,Carre
9894,Maillot S.A.S. Truck,Diesel,49398.79,80.0,ThibaultVille
9895,Clément Hebert S.A. Hatchback,Hybrid,85630.86,32.0,Durand
9896,Benard Convertible,Diesel,69000.04,73.0,Costeboeuf
9897,Legros Convertible,Diesel,111057.83,14.0,Carlier-les-Bains
9898,Bazin Gilbert SA Hatchback,Hybrid,92077.44,16.0,Masse
9899,Thierry SARL Hatchback,Hybrid,59392.85,54.0,Cousindan
9900,Deschamps SA SUV,Hybrid,29811.12,95.0,De Oliveiradan
9901,Maury S.A.S. Truck,Diesel,118250.38,97.0,Sainte LucyBourg
9902,Bourgeois S.A. SUV,Electric,16765.61,88.0,BoucherVille
9903,Neveu SA SUV,Hybrid,101239.56,92.0,Briand-sur-Mer
9904,Lemoine S.A.S. Sedan,Diesel,88040.59,49.0,Bègue
9905,Fouquet S.A.R.L. Hatchback,Gasoline,48821.22,68.0,Leduc-sur-Bertin
9906,Aubert Marin SARL Convertible,Diesel,89573.12,69.0,AndreVille
9907,Guibert Martins S.A.R.L. SUV,Electric,51214.94,55.0,Berger
9908,Bègue Truck,Gasoline,40008.01,6.0,BrunetVille
9909,Pasquier Convertible,Diesel,73896.57,11.0,Royer-sur-Dumont
9910,Bertrand Convertible,Gasoline,22650.51,17.0,Bouvier-sur-Bernier
9911,Lacroix SARL Sedan,Gasoline,53937.61,11.0,Sainte Valentine-les-Bains
9912,Blot Truck,Gasoline,70801.04,73.0,Gonzalez-sur-Pichon
9913,Perez SARL Sedan,Gasoline,15818.95,14.0,Gonzalez-sur-Delahaye
9914,Neveu Hatchback,Gasoline,38570.91,28.0,Mace-sur-Baron
9915,Morel SUV,Electric,103870.02,68.0,Gillet
9916,Letellier S.A. Truck,Hybrid,79112.39,79.0,BonneauBourg
9917,Gérard Truck,Gasoline,26576.08,90.0,Da Silva
9918,Lopez Delattre S.A.R.L. Hatchback,Diesel,42444.8,53.0,Bernier-la-Forêt
9919,Evrard Hatchback,Hybrid,53172.74,26.0,Michauddan
9920,Petitjean Carlier et Fils Convertible,Diesel,74541.49,93.0,Millet-sur-Lefebvre
9921,Becker Convertible,Hybrid,21385.48,32.0,Bazinboeuf
9922,Delannoy Hatchback,Electric,110998.76,19.0,Allard
9923,Duhamel Seguin et Fils Hatchback,Hybrid,114608.58,95.0,Sainte Vincentnec
9924,Lebrun SARL Hatchback,Hybrid,55336.28,49.0,PintoVille
9925,Masson Truck,Diesel,79918.48,6.0,Gomesboeuf
9926,Morin SARL Truck,Gasoline,54937.43,50.0,Philippe
9927,Reynaud Monnier S.A. Convertible,Electric,55732.91,74.0,MeunierVille
9928,Guillot Girard S.A.R.L. Truck,Diesel,52959.1,81.0,Fleury
9929,Peron Truck,Gasoline,17769.15,52.0,Picard
9930,Parent Truck,Diesel,47267.0,54.0,Martin
9931,Martinez Sedan,Electric,87796.87,14.0,Normandnec
9932,Cordier Sedan,Hybrid,87060.88,,Blin-sur-Mer
9933,Bourdon Hatchback,Gasoline,116275.07,82.0,Lelièvre
9934,Marchal Jacquet S.A.R.L. Sedan,Diesel,118279.59,86.0,CostaBourg
9935,Bailly S.A. Convertible,Electric,97008.41,49.0,MonnierVille
9936,Perrin Hatchback,Electric,95387.97,,Sainte LucieBourg
9937,Léger et Fils Hatchback,Hybrid,48899.87,21.0,Saint Martin
9938,Blanc Aubert S.A.S. Truck,Hybrid,60708.81,7.0,Riounec
9939,Adam Laroche et Fils Truck,Diesel,24838.37,99.0,Lefèvre
9940,Hoareau Hatchback,Electric,43725.19,99.0,Colletnec
9941,Thibault S.A. Truck,Hybrid,44108.46,92.0,Saint Raymond
9942,Michaud Duhamel SA Hatchback,Gasoline,71328.86,100.0,Dubois-sur-Lesage
9943,Tanguy Hatchback,Diesel,89477.7,15.0,Richardboeuf
9944,Perez Convertible,Diesel,80296.14,98.0,Costenec
9945,Wagner SUV,Gasoline,73177.85,41.0,Lévy
9946,Lemonnier S.A.S. Sedan,Gasoline,47362.95,17.0,Leconte
9947,Michaud Durand SARL Sedan,Gasoline,79975.17,57.0,Duval
9948,Rolland SARL Sedan,Electric,116248.17,91.0,Renault
9949,Camus Sedan,Electric,61412.98,77.0,Reynaud
9950,Blanchard SARL Hatchback,Diesel,42103.34,40.0,Benard-sur-Vallée
9951,Barre Traore S.A. Sedan,Electric,76890.0,15.0,Saint Philippe
9952,Perez S.A.S. Sedan,Electric,16560.44,34.0,Sainte Marienec
9953,Voisin SARL Truck,Electric,49853.44,35.0,Couturierboeuf
9954,Bourdon SUV,Gasoline,111810.68,91.0,Pasquier
9955,Mahe Leclerc SARL SUV,Gasoline,105448.68,65.0,Lévy
9956,Gomes Sedan,Hybrid,109696.52,7.0,Courtois-sur-Labbé
9957,Hamel Sedan,Diesel,71318.17,50.0,Moreau
9958,Gilbert Hatchback,Gasoline,71100.33,44.0,Fournier
9959,Samson S.A. Sedan,Hybrid,40099.69,18.0,Moreau-la-Forêt
9960,Bailly S.A.S. Convertible,Gasoline,81160.53,31.0,Devauxdan
9961,Guillon Blanchet S.A.S. Convertible,Electric,64014.52,62.0,Renard-la-Forêt
9962,Allain et Fils Hatchback,Gasoline,20276.58,55.0,Vidaldan
9963,Giraud Barre S.A.R.L. Hatchback,Diesel,97148.22,23.0,Turpin-la-Forêt
9964,François Rocher SA Convertible,Diesel,105009.38,,Colin
9965,Grenier Hatchback,Gasoline,15844.72,83.0,Sainte Henriette-sur-Mer
9966,Gilles Rodriguez S.A.S. Truck,Gasoline,86571.24,70.0,VasseurVille
9967,Le Goff Maury SA Convertible,Gasoline,23013.1,19.0,Da Costaboeuf
9968,Millet SUV,Hybrid,27524.04,89.0,Saint Xavierdan
9969,Collin S.A. Truck,Electric,15836.17,16.0,Martin
9970,Denis Sedan,Diesel,99099.36,16.0,Denis
9971,Lacombe Hatchback,Diesel,24784.17,79.0,Gomez
9972,Bourgeois Hernandez S.A. Truck,Hybrid,113416.65,17.0,Saint Grégoire-sur-Mer
9973,Dubois et Fils Sedan,Diesel,20821.45,4.0,Sainte Claire
9974,Mallet et Fils Sedan,Diesel,43921.69,7.0,Saint Maggie
9975,Guillon Convertible,Electric,118465.85,71.0,Guillet-sur-Peron
9976,Baron SARL Truck,Hybrid,93443.3,32.0,Samson-les-Bains
9977,Dupont Convertible,Hybrid,32905.58,8.0,Tanguy
9978,Verdier S.A.R.L. Sedan,Gasoline,18514.0,41.0,Guichard
9979,Perrot Hatchback,Diesel,108602.73,31.0,Philippe
9980,Bousquet S.A. Hatchback,Hybrid,109825.46,7.0,Raymond
9981,Valette S.A.R.L. Convertible,Electric,29506.33,20.0,Buisson
9982,Couturier et Fils Convertible,Diesel,110592.6,57.0,Martin
9983,Rey Truck,Diesel,83453.72,88.0,Dias
9984,Fabre Leroy S.A.S. SUV,Hybrid,21348.66,14.0,Sainte Brigitteboeuf
9985,Deschamps S.A.S. Convertible,Diesel,57650.46,78.0,MarchalVille
9986,Hamon Sedan,Diesel,86382.02,82.0,Delahaye-sur-Carlier
9987,Dumont Truck,Gasoline,75808.02,87.0,Dijoux-sur-Chauvet
9988,Duval SUV,Electric,99110.13,32.0,Perez-les-Bains
9989,Normand Sedan,Electric,76047.45,55.0,Saint Alaindan
9990,Simon S.A. Hatchback,Gasoline,113721.44,25.0,Mendès
9991,Poirier Gallet SARL SUV,Hybrid,68596.25,23.0,Saint Andrée-sur-Mer
9992,Lefort et Fils Truck,Electric,89387.39,54.0,Marion-sur-Rodrigues
9993,Martin Sedan,Hybrid,41862.31,55.0,Leclerc-sur-Nguyen
9994,Leconte Hatchback,Gasoline,60807.5,35.0,Aubry
9995,Joseph Truck,Electric,78964.79,96.0,Bonnet-sur-Mer
9996,Voisin Convertible,Gasoline,85018.2,31.0,Gimenez
9997,Dupuy S.A. Truck,Hybrid,55110.08,41.0,Bouchet-sur-Camus
9998,Neveu Clerc S.A. Convertible,Hybrid,110325.74,43.0,Blanchet
9999,Navarro Leleu SA Sedan,Diesel,61823.93,14.0,Rodrigueznec
10000,Morel Le Roux S.A. Truck,Electric,70845.37,74.0,Michaud
10001,Peron Sedan,Diesel,29552.62,,Cousin-la-Forêt
10002,Barbier Gosselin S.A. Convertible,Diesel,48432.26,61.0,Marchal
10003,Brunet Truck,Electric,45098.37,81.0,Bruneau-sur-Bouvier
10004,Lacroix Bertrand et Fils Truck,Diesel,70836.98,70.0,Fischerboeuf
10005,Gillet S.A.R.L. SUV,Diesel,30295.55,12.0,Saint Emmanuelledan
10006,Jacob SUV,Gasoline,39166.32,62.0,Sainte Lucy
10007,Monnier Sedan,Hybrid,67689.5,37.0,Jean-la-Forêt
10008,Ferreira Baron SARL Sedan,Gasoline,110458.8,71.0,Lacombe
10009,Rodrigues Gallet SA SUV,Gasoline,48749.57,98.0,Humbert-sur-Mer
10010,Noël Grégoire S.A. Convertible,Diesel,86436.76,62.0,Vidal
10011,Legrand S.A. Sedan,Diesel,27452.51,77.0,Chartier
10012,Gilbert et Fils Truck,Diesel,75238.73,28.0,Marie
10013,Rodrigues Sedan,Electric,56899.04,69.0,Charles-sur-Mer
10014,Blanc Lévêque SARL SUV,Hybrid,110305.48,74.0,Guibert
10015,Lévêque Menard SARL Hatchback,Electric,114947.16,64.0,Rocheboeuf
10016,Mercier Samson SA Sedan,Hybrid,61146.55,22.0,PereiraVille
10017,Pelletier Sedan,Hybrid,113068.21,44.0,Bègue
10018,Lemaître Convertible,Diesel,97782.99,53.0,Weber-sur-Launay
10019,Dufour Blanc S.A.S. Truck,Diesel,39381.76,98.0,Maillot
10020,Lagarde Truck,Gasoline,95110.86,,Barre
10021,Briand Grondin SA Convertible,Hybrid,28038.75,58.0,Dupré
10022,Gomes Pascal SARL SUV,Hybrid,47805.72,48.0,Masse-sur-Guillet
10023,Chauvin Voisin SA Truck,Gasoline,96622.49,26.0,Lelièvre-sur-Mer
10024,Meunier SARL Truck,Electric,90244.93,61.0,Rodriguez
10025,Chauvin SUV,Hybrid,34866.32,60.0,Sainte Bernadette-sur-Mer
10026,Laine SARL Hatchback,Gasoline,108079.18,70.0,Pierredan
10027,Bailly Meyer S.A.S. Convertible,Gasoline,93137.48,50.0,Prévost
10028,Lebrun Benard SARL Hatchback,Hybrid,66000.42,17.0,Menard
10029,Renault Hamel SARL SUV,Electric,37900.15,44.0,Leconte-les-Bains
10030,Schmitt Convertible,Electric,66308.0,38.0,Toussaint-sur-Chartier
10031,Morel et Fils Hatchback,Electric,111327.73,4.0,Lombard
10032,Lebrun Becker S.A.R.L. SUV,Hybrid,47794.14,91.0,Caron
