Campaign_Name,Target_Location,Campaign_Type,Budget,Success_Rate
Charpentier,LouisVille,Social Media,77866,0.3861908715642438
Godard SARL,Marion,Radio,265893,0.7487592724701414
Tanguy,Petitjean,Radio,250378,0.8139999259195408
Le Roux,Maréchal,TV,134174,0.5915354763197231
Leduc,Sainte Robert,TV,423278,0.1042814731725466
Albert,Buisson,Radio,456264,0.3851585740970267
Nicolas Michel SA,PerrinBourg,Billboards,56377,0.1388614072411407
Leroy,Delannoy,Radio,349066,0.8035735435371317
Bourdon,BoulayVille,Billboards,247645,0.26808367224251595
Gonzalez et Fils,BertrandVille,TV,179149,0.7139851706894975
Didier,Labbé,TV,402361,0.8408036361293103
Lombard,Saint Adrienne,TV,396570,0.2552468368736204
Dufour S.A.R.L.,Sainte Aurore,Billboards,31253,0.4226048679104668
Leleu Carpentier S.A.S.,Didier,TV,349080,0.624985540157928
Blin SA,Raymond,TV,433965,0.19827438133907915
Charpentier,Paris-sur-Lévy,Radio,62238,0.8702031377767027
Adam S.A.S.,Schmitt-sur-Lemonnier,Radio,282901,0.805156971405801
Daniel,Coulonnec,Radio,54094,0.28178428320545224
Roy S.A.S.,De Sousa,TV,340351,0.3914743992098514
Lévêque S.A.S.,Nguyendan,Radio,434661,0.24662659738040188
Philippe S.A.S.,Sainte MarieVille,Social Media,427505,0.12120970965984884
Gaillard S.A.R.L.,MichaudVille,Social Media,113542,0.7745347831807295
Rivière Aubry et Fils,Saint Juliette,TV,149667,0.4814563205419645
Pierre S.A.S.,Saint Marianne,Radio,286664,0.20592655799460058
Poirier Morin SA,Boulaynec,Radio,423162,0.6708438796691738
Briand SA,Saint Anaïsnec,Billboards,247317,0.6363646804915645
Dijoux Dos Santos S.A.,Sainte William,Social Media,16124,0.3915919076750808
Bruneau S.A.R.L.,Collet,Billboards,437278,0.7013659991479756
Petit S.A.S.,Bernard-sur-Olivier,Radio,324168,0.8165480242030968
Moreno,Lemaire,Billboards,22428,0.6493760055610674
Bouvet Colas S.A.,RaynaudBourg,Billboards,53467,0.21024331085065634
Michaud,Ferreira,Billboards,310297,0.29536455821977087
Pineau SARL,Roux,Social Media,374965,0.16974367221326336
Vallée SARL,Rivière-sur-Regnier,Billboards,269509,0.1761750415153679
Lopez,Saint Anastasie,Radio,460861,0.8440081270887546
Cordier,Antoinedan,Social Media,404608,0.6103413538401792
Laporte,Lemonnier-sur-Delaunay,Radio,147161,0.29377443620498844
Renault Schmitt et Fils,Lagarde,Social Media,164431,0.30942367890265543
Leleu,Sainte Maggie,TV,101858,0.6060562083542799
Julien Buisson et Fils,Saint Alphonse-sur-Mer,Radio,126598,0.3339685033555604
Faure,Benard,Social Media,307475,0.5957937919228385
Lefort S.A.,Reynaud-sur-Mer,TV,122006,0.3459098727696067
Martineau,Fontaine,Billboards,412679,0.6139378847594903
Diallo Wagner S.A.S.,Morin,TV,122477,0.8102771051122388
Lecomte Mace S.A.,Saint Thibault,Social Media,165372,0.4892080810221283
Robin Leclercq S.A.S.,Prévost,Social Media,412695,0.6737952630219579
Lefèvre,Sainte Antoinette-sur-Mer,TV,47195,0.3943378737963429
De Oliveira,Richard,TV,176521,0.6803596475124255
Pons,Saint Claudedan,Radio,371476,0.4073174908230559
Martinez,Brunel,Billboards,495789,0.7765429860840842
Valentin Mace S.A.,Barbiernec,Billboards,335786,0.40885333006719615
Mary,Saint Philippine,Radio,272572,0.25008879341748935
Blanchet,Marchaldan,Social Media,398816,0.898081142582243
Loiseau,Lebrun-sur-Vallée,Social Media,174593,0.10741778549695358
Delannoy S.A.R.L.,Perrot,Social Media,44809,0.7425261904571644
Poirier,David-les-Bains,Billboards,490609,0.5459453978290618
Gérard Guillou et Fils,Verdier,Social Media,71059,0.7846543028040939
Aubert,De Sousaboeuf,Social Media,366448,0.8058281332608237
Guyot,Ollivier,Radio,498648,0.4329807749018558
Tanguy Meyer S.A.S.,Saint Antoine,Social Media,461756,0.45436787687631686
Foucher Bigot SA,Lévêque,Radio,52080,0.78703348883432
Hardy Gaillard S.A.S.,Lecoq,Billboards,314450,0.42684594150598776
Étienne,FontaineVille,TV,377744,0.17489844852408593
Giraud Dupuis S.A.,Raymonddan,Radio,170528,0.7267154276405298
Jean Martins SA,Gonzalez-sur-Colas,TV,368451,0.6633135782768338
Buisson et Fils,Vidal,Radio,425407,0.6359182526585907
Morel,Saint Olivie-les-Bains,TV,249484,0.2888631039459318
Chartier,Gillet,Social Media,231852,0.5544336127878801
Prévost SA,DescampsBourg,Social Media,16121,0.7175327805634487
Joubert,Samsonnec,Social Media,394806,0.799870164024604
Hamel SARL,Sainte Sophie,Radio,442094,0.11522850147958615
Hamel,Prévostnec,Radio,251390,0.8277073312130078
Allard,Saint NicoleBourg,TV,348616,0.1219121808006964
Marchand Weiss S.A.S.,Dufour-sur-Raynaud,TV,69644,0.8390909183847688
Didier,Chauvet,TV,287133,0.12066768592256061
Duval Delaunay S.A.,Martinez,Billboards,328989,0.4730402045159475
Barthelemy SARL,Guibert,TV,58778,0.2282087695685382
Barbe SARL,Bouvier-sur-Pereira,TV,171353,0.12184099602732285
Roche,Sainte BenjaminBourg,Social Media,191519,0.6069297692331662
Pons,Bertin,Social Media,357532,0.32632265143175126
Grégoire,Weber-sur-Seguin,Billboards,92492,0.7694326062146455
Richard,Goncalves,Social Media,315373,0.20558228314060534
Dos Santos,Torres-sur-Julien,Social Media,64419,0.12268947222569758
Michaud,David-sur-Da Silva,Radio,494043,0.3803918632485741
Lemonnier Brunet S.A.R.L.,Robin-sur-Mer,TV,169777,0.89180547087417
Devaux SARL,Alves,TV,75008,0.2728882275472637
Guillaume,Sainte Inès,Social Media,454304,0.6180154424741047
Gaudin,Perret,Radio,96337,0.786661402324849
Masson S.A.S.,LeleuBourg,Radio,163148,0.8687912001649875
Guilbert SA,Lesagenec,Radio,96608,0.8664000011501115
Gallet,Carre,Radio,445222,0.4515986314658683
Auger,Laporte-sur-Olivier,Radio,390942,0.3480914797144974
Guérin Carre S.A.R.L.,Pasquierboeuf,Radio,369854,0.3934273562431414
Martins,DenisBourg,Radio,186448,0.4606374279267439
Coste SARL,Louis,Radio,197293,0.7215248105154421
Raynaud,Ferreira,Billboards,255892,0.8047674672783834
Renaud Chartier S.A.S.,Sainte Jules,TV,491650,0.49515211138808235
Lejeune Dias et Fils,Saint Aurorenec,Billboards,45905,0.5562115312633712
Chauvet,Sainte Dianeboeuf,Social Media,205240,0.8074870871737145
Guillet SA,Grondin,TV,62871,0.7821844520915285
Briand Maillard S.A.,RaymondBourg,Billboards,202458,0.4092277584873959
Barbe et Fils,Dupuis,TV,438439,0.13788230475346552
Couturier,Lefèvre,Social Media,474350,0.746009552731877
Grégoire S.A.,Bertin-sur-Bourgeois,Social Media,306432,0.3628451705116793
Leblanc Perret S.A.S.,Seguin,TV,32244,0.4003143974841409
Brunel Grondin S.A.,Bruneau-sur-Rossi,Billboards,291583,0.2369508529934201
Diallo Seguin S.A.R.L.,Mary,Radio,34117,0.6226459430968252
Lemonnier Fabre S.A.R.L.,Clément,Billboards,296968,0.3204453631403511
Guillet S.A.,Schneider,Social Media,251266,0.6921445033799938
Buisson SA,Petitjeandan,Radio,365939,0.1811868518502042
Rodriguez S.A.,Lévêque,Radio,42408,0.7657445727458682
Bruneau et Fils,Muller,Billboards,385586,0.658557556445645
Guyon S.A.,GimenezVille,Radio,437548,0.6829044891371541
Gilles Charles SARL,Martel-les-Bains,Radio,226979,0.513142128245518
Georges Jacob S.A.R.L.,FerreiraVille,Radio,57118,0.2682970835738175
Dufour,Saint ClaudeVille,Radio,129373,0.6365769338249142
Rey Le Roux SA,Blin-sur-Bernard,Radio,12120,0.7136776793567977
Guyon,Saint Mariannedan,Billboards,44102,0.11718767612867556
Bodin et Fils,LévêqueVille,Radio,112840,0.5894806912310118
Marty,Saint Noël-la-Forêt,TV,377219,0.5721548360624058
Gallet Martel S.A.S.,Berthelot-la-Forêt,Radio,16519,0.6704159705300564
Roux Ollivier S.A.,Aubert,Social Media,67733,0.8446773707728701
Hardy Carre S.A.S.,Techer,Social Media,243152,0.12049479901381784
Leconte,Saint Thibaut,Billboards,427717,0.12506135471365934
Guillaume Bourgeois SA,Humbert-sur-Cousin,TV,243476,0.1141759257152316
Mercier Lopez S.A.R.L.,Bertrand-la-Forêt,Billboards,234531,0.27022210937066793
Becker S.A.R.L.,Perez,Billboards,444066,0.5490870749501674
Blanchard et Fils,Giraud,Radio,269461,0.5543163482310355
Lefort Delaunay et Fils,Mary,Billboards,176740,0.7829368208860575
Lefort et Fils,Valette,TV,325309,0.2048763670041036
Maillet SA,Delmas,Billboards,427307,0.4616051688561108
Sanchez,Sainte Agathe,Billboards,443955,0.22776178887524712
Perrin,Macedan,Radio,73391,0.8966726700746577
Lemaire,Saint Christelle,Radio,247344,0.43538560347715793
Berthelot SA,Sainte GilbertVille,TV,178624,0.25332730062805586
Delmas,Lebrun,Social Media,300831,0.5269943503133273
Pires et Fils,Riou-sur-Mer,Billboards,386275,0.7269615573497162
Richard,Sainte Noëlnec,Social Media,90296,0.5380588828967833
Thibault,Germain,Radio,212210,0.5591480794326139
Guyon S.A.,Bonneau,TV,132361,0.8883339999767838
Navarro Launay et Fils,Colas,TV,393604,0.6648455914419531
Marchand Barbe SARL,Robert,TV,49978,0.17443280046914006
Joubert,Thibault-la-Forêt,Billboards,125244,0.2786451413227818
Jacquet SARL,Maillet,Billboards,237281,0.12475245274034119
Rey,Renard,Billboards,307325,0.15377985671818922
Becker S.A.,Saint Alexandria,Social Media,250259,0.3699680092093568
Simon SA,PiresVille,TV,248756,0.34079629433667025
Gomes,Marchand-sur-Fontaine,Social Media,302780,0.5284041716649375
Moulin,Grondin,Billboards,412626,0.1536531449028944
Richard SARL,Albert,Radio,87599,0.4992806790722907
Charrier et Fils,Bazin,Social Media,149186,0.12457341729259337
Lebrun,Buisson-la-Forêt,Billboards,12898,0.8679354325479154
Chauvet S.A.S.,Bonneau-les-Bains,Billboards,184358,0.2540445324695281
Moulin S.A.S.,Faivre-sur-Pinto,Social Media,305817,0.542548595618716
Gimenez S.A.R.L.,Legros,TV,51755,0.7868891936226846
Peltier,Saint DorothéeBourg,Radio,386125,0.2649832946226467
Guillet,Sainte Valentine,Social Media,320001,0.8229532845769345
Leclerc Martel et Fils,Couturier,Radio,159841,0.4182460236657456
Dupont S.A.S.,Rousset,Radio,124889,0.4899511914643978
Thibault,Saint Xavier-sur-Mer,Billboards,82761,0.15040183185699113
Bernier Étienne SARL,Joseph,Social Media,401528,0.3525709477217426
Roux Garcia S.A.,Jacques-sur-Meunier,TV,122619,0.7598833528718838
Bourgeois,Bègue,Social Media,189623,0.5672747931292227
Guillou,Sainte SimoneVille,Radio,377041,0.8480078527259406
Voisin,Navarro-sur-Petitjean,Social Media,455712,0.48407734064700525
Brunet S.A.,Diaz,Social Media,263638,0.3026789677007221
Letellier,Lefebvre,Radio,337897,0.33136662465702627
Brun et Fils,De Sousa,Radio,120393,0.5406045853455159
Reynaud et Fils,Morel-la-Forêt,Billboards,146408,0.4261732851221194
Collin,DevauxVille,Billboards,291745,0.7446587524514631
Lesage Torres S.A.S.,Legendre-sur-Roger,TV,336099,0.8718107610078094
Loiseau,Parisdan,TV,103272,0.5300305620000898
Michaud et Fils,Sainte Olivier,Radio,232705,0.6432015939212313
Perez Berthelot SA,Sainte Julie,Radio,278808,0.5983802986767354
Bonnin Lecoq et Fils,Tanguy,Radio,354767,0.45271507951373535
Lecomte Klein S.A.,Besson,Radio,279328,0.7660165180784781
Legendre Gaillard et Fils,Delmas,Radio,277686,0.4203515152333328
Andre,Lefebvre-sur-Petitjean,Billboards,92195,0.4302054646135567
Le Roux S.A.,Courtoisnec,Radio,221492,0.34404106646668897
Gilbert S.A.S.,Laine,Radio,123677,0.5838047738735085
Joseph S.A.,Sainte Roger-les-Bains,Billboards,57317,0.16125790414563454
Guérin Paul SA,Courtois,Billboards,227993,0.7011399573436551
Thomas Bonnin S.A.,Saint Adrien,TV,36911,0.615509628857262
Rivière,Neveu,Radio,222569,0.6329050475349215
Weiss S.A.,Mendès,Radio,38613,0.5267086338208835
Blondel,AubertVille,Radio,361487,0.7414925407900779
Morvan et Fils,Poulain,TV,328081,0.7874862411244825
Mary,Neveu,Radio,264627,0.6521278771510295
Boyer,Guilletnec,Radio,212469,0.5749325705250613
Fournier,Laroche,Billboards,98678,0.5008496562338128
Delaunay,Roussel,Social Media,193510,0.14061590723093653
Rémy Guibert S.A.S.,Garnier,TV,359294,0.5765094172690081
Guichard Morvan S.A.R.L.,Michaud,TV,396849,0.3198483690717854
De Sousa S.A.,Ponsboeuf,Radio,335459,0.23782787447844084
Humbert,Saint Théophile-la-Forêt,Social Media,369615,0.2449331709230081
Noël,Berger-sur-Brun,Radio,203232,0.3828911471716757
Didier,Aubry,Social Media,114725,0.1874989164287868
Hardy,Saint Valentine,TV,152028,0.6508269174773276
Becker SA,Le Roux,Billboards,269798,0.27624518186547886
Sauvage,Gros-sur-Bourdon,Social Media,231029,0.6062901406457134
Goncalves SARL,Descamps,Billboards,375205,0.39456479899879005
Langlois,Coste-les-Bains,Billboards,436291,0.3786283590447188
Grenier,BazinBourg,Billboards,416788,0.45493965329506936
Moreau,Legrand,Social Media,97626,0.8652732185949462
Rossi,Diallo-la-Forêt,Social Media,429554,0.561731232653642
Boucher Rolland SARL,AlvesVille,Radio,236108,0.7969505481656975
Laurent S.A.R.L.,Sainte Margaud,TV,36679,0.10624543037962404
Pottier,Lemonnier,Social Media,30238,0.7533373937257806
Lopez,DidierVille,Billboards,219740,0.8003367242090106
Camus Leclerc et Fils,BenardVille,Social Media,12993,0.362527020303534
Blanc,Bouvet,Billboards,278379,0.47011065632105076
Hoareau SA,De Oliveira,Billboards,135086,0.7118197886592718
Regnier Gay S.A.R.L.,Saint Théodore,Social Media,405584,0.8489033791682017
Michaud,Rossinec,Social Media,264296,0.43096000077365204
Bailly et Fils,Morvan-la-Forêt,TV,453077,0.44344986153898014
Aubert,Godard,TV,307423,0.11635487081058056
Dupuy,Sainte Océanedan,Radio,148733,0.3928562084363857
Lucas Royer SARL,Blondel,TV,388704,0.7412728693061282
Rivière Berger S.A.R.L.,Saint Christellenec,TV,25552,0.370237410372085
Bègue Wagner et Fils,Lemonnier,Billboards,72547,0.8178237168677094
Vidal,Boutin,TV,448392,0.20353959833443752
Rodrigues Le Roux S.A.R.L.,Ledoux,Radio,119441,0.5874195157958044
Peron,Perretdan,Radio,172116,0.6569599235447119
Leclerc,Descampsnec,Billboards,148496,0.8036380341805749
Ledoux,MaheBourg,Billboards,426177,0.8038008144034656
Ollivier,Morelboeuf,TV,467263,0.4679677695232848
Lambert SA,Bernier,Social Media,333277,0.1846466936008067
Collin Lamy SA,Guicharddan,Billboards,102667,0.7090675404017318
Simon,NicolasVille,TV,328716,0.4519815231604677
Baudry,Charrier-sur-Mer,Billboards,257339,0.669432922361997
Evrard,Reynauddan,TV,248500,0.48590549627298485
Valentin Martinez et Fils,Joubert-sur-Mer,Social Media,194895,0.368311228153846
Georges,Guilbert,Radio,241965,0.5552923534175823
Humbert S.A.S.,Hubert-sur-Moulin,Social Media,218472,0.22222005840781334
Simon,Georges,Radio,460956,0.5743791586877571
Boyer Lopez S.A.R.L.,Michauddan,Social Media,383228,0.21120643560173882
Le Goff,Gilbert,Billboards,218668,0.5198391371718554
Huet,Ferreira,Social Media,430728,0.3680906352253124
Chauveau Munoz S.A.R.L.,Sainte Martheboeuf,Billboards,178266,0.2787610492235266
Letellier SARL,Guichard-les-Bains,TV,209082,0.14982294792809922
Barbe,Merle,Social Media,186303,0.6518274721099612
Garcia S.A.S.,Sainte Frédérique,TV,330553,0.7286546386894832
Georges,Sainte Monique-les-Bains,Radio,403296,0.4623768100884784
Albert S.A.S.,Texier,Radio,152039,0.5307379495750092
Lefort SA,Saint Mauriceboeuf,Radio,92048,0.6199588660959262
Jacques,Chartier,Social Media,358751,0.21100848158627158
Lévy,Gauthier,Social Media,109937,0.5595594163708294
Tanguy,Ferreira-sur-Mer,TV,44534,0.3225778254722098
Bonneau,Cordier,TV,204819,0.13035452216755328
Dumas,Vallée-les-Bains,Social Media,478612,0.5288846405241059
Delmas,LecoqVille,TV,284479,0.8909640920528977
Lévêque,Gilles-sur-Martel,Billboards,286330,0.7093384565984272
Paul et Fils,Vidal,Social Media,415802,0.12580086823275913
Lecoq,Garnier,Radio,39396,0.22016636931977276
Cousin S.A.R.L.,Camus,Radio,130630,0.8005673135949318
Mallet,Jacquotdan,Social Media,432038,0.5065037335844357
Lejeune SARL,Moreaudan,TV,115287,0.16041802013169282
Jean SA,Hervé,Radio,141178,0.7936942730758705
Rodrigues Henry et Fils,Rivière,Billboards,362775,0.47137027591525626
Aubry,Briand,TV,366878,0.7479121034082413
Morvan,Deschamps,Radio,141618,0.7847320459152382
Moulin Pasquier S.A.S.,Moulinboeuf,Radio,263836,0.36080473262022716
Denis,Leleu,TV,278521,0.480500103028039
Meyer,Sanchez,Radio,406336,0.27532490464727
Albert,Dupré,Billboards,75557,0.38961981703727644
Andre,Marie,Billboards,16554,0.8622329313006356
Delattre,Renaud,Social Media,287296,0.10389192996589519
Andre,Maury,TV,229615,0.6015162827192257
Coulon Auger S.A.R.L.,Sainte Michellenec,Radio,10308,0.5117993984360795
Breton,Martel,TV,131862,0.4917732171996806
Le Gall Dupré et Fils,Albert,Radio,87118,0.5321886052616315
Gautier,Lecoq,TV,348550,0.40026002199199995
Guillon Raynaud S.A.R.L.,Hardynec,Billboards,46477,0.7768277303411631
Lacombe,Sainte Alexandrie-sur-Mer,Social Media,481825,0.5583136801527504
Bonnin,Raynaud,Billboards,385466,0.2729880458178493
Gonzalez et Fils,Saint Michelle-sur-Mer,Billboards,252153,0.6532264738882577
Salmon,Chevallier,TV,429632,0.15940161475606907
Le Goff,Mallet,Radio,499494,0.58017053461024
Poirier,David,Billboards,438034,0.3439640980649519
Guillou,Blondel,Billboards,442036,0.4955537895316803
Benard,Guichard,Social Media,480728,0.6153939803363354
Gérard Legrand SA,Germain,TV,328091,0.5060476369954728
Raynaud Bertin SARL,Joubert-sur-Mer,Radio,442919,0.5002932098342806
Bazin,Martel-sur-Evrard,Social Media,36689,0.1437197519649651
Weber Bernier SA,Breton-la-Forêt,Radio,447952,0.7939631258384684
Collet,Chauveau,Billboards,41100,0.28302132810511244
Loiseau,Leblanc-sur-Mer,Radio,343943,0.7417536593544934
Morvan Lacroix S.A.R.L.,Sainte Sylvie,Billboards,220918,0.4247971727400789
Laine,Sainte Jacqueline,TV,62832,0.3766451950837396
Leleu Meyer et Fils,Potier-sur-Roy,Billboards,492020,0.7097668884632671
Nguyen,Dupuis,Billboards,61062,0.39264989285371965
Raymond,Valentin-la-Forêt,Radio,139733,0.46143027772928935
Roux,Saint Capucine,Radio,122237,0.8551042776168413
Lebrun et Fils,Raynaud,Social Media,373200,0.24566609314988794
Gomez Cousin SARL,Delannoy,Billboards,429670,0.18275084106616613
Lesage,Rivière,Radio,417107,0.2505854441818752
Lamy,Mercier,Social Media,143586,0.14615847599036957
Clément et Fils,Sainte Thomas-les-Bains,TV,421947,0.6341209555261671
Monnier,Diasnec,Social Media,468542,0.8824235097294996
Poirier Marin SA,Saint William,TV,166468,0.7079293902505615
Royer SARL,Verdier,TV,224873,0.8185116926266118
Gros Chrétien SARL,Laporte-sur-Lagarde,Billboards,422256,0.5747565744989018
Guichard SARL,Lombard,Billboards,458634,0.12424745552507153
Bourdon Paul S.A.R.L.,Sainte Jeannine,Billboards,169469,0.8005896191405569
Dumas Hebert SA,Saint Hélèneboeuf,TV,261539,0.4880676569323421
Bonneau Le Roux SA,Humbert-sur-Carpentier,Social Media,237306,0.30781529818934983
Robert,Sainte Olivieboeuf,Radio,187296,0.7548553101310225
Leduc,Goncalves-sur-Laine,Social Media,491641,0.49112749506304854
Marchal,Payet-sur-Leleu,Radio,144641,0.8652007482773681
Lopes Evrard S.A.S.,Blanc,Billboards,178380,0.12312785600239505
Neveu,Le GoffVille,Social Media,385949,0.8017083598973151
Neveu,Pineau-sur-Le Goff,Billboards,172421,0.5791554937230968
Guichard,Saint ZacharieBourg,Radio,419440,0.5853955879096663
Humbert,Berger,Billboards,147461,0.7014193920968439
Sauvage,Delaunayboeuf,Billboards,294177,0.43122640793940026
Guyot Hervé S.A.S.,Lucas,Social Media,416015,0.24454408138212458
Laporte Collin S.A.,Regnier-les-Bains,TV,145836,0.19396529421489206
Lejeune Vincent S.A.R.L.,Gimenez-sur-Mercier,Radio,470536,0.8928694015151429
Camus,Hernandez,TV,490333,0.3743511101469118
De Oliveira,CharlesVille,Radio,201212,0.8144606733590454
Thierry,Evrard,Social Media,392767,0.5348927583592058
Lejeune Pinto SARL,De Sousa-sur-Boyer,TV,336721,0.21815650986289636
Simon,Mahe-la-Forêt,Billboards,483138,0.8897357547947898
Gautier Bertrand S.A.S.,Lelièvre,TV,369020,0.45566166721058654
Martinez S.A.S.,Sainte Adrienne,Billboards,207746,0.8187946876147751
Moulin,Grégoire-la-Forêt,Radio,290736,0.6817800524671564
Pages Boulanger S.A.R.L.,Munoz,Billboards,161050,0.8985705070231281
Valette SARL,Sainte AudreyVille,Billboards,492796,0.5617991000139304
Godard,Saint Alex,Social Media,39482,0.4587561406452082
Martin S.A.R.L.,Vallée,TV,371172,0.10826167149115014
Hoarau S.A.S.,Vallet,Billboards,300821,0.20830421618200862
Hamon Caron et Fils,Durand,TV,225483,0.6544489483966742
Legros SARL,Antoine,Social Media,72711,0.8460556386682943
Gautier et Fils,LévyVille,Social Media,277392,0.6605525428700023
Daniel,Delahaye,Social Media,282179,0.8042099848284632
Lefort,Normand-les-Bains,Billboards,448888,0.7226567557582282
Raymond S.A.,RegnierBourg,Billboards,270427,0.7132623319531258
Peron Pruvost SARL,Guilbert-sur-Guichard,Social Media,84962,0.2311467494994358
Le Goff David SARL,Maillet,TV,201646,0.542432965273273
Benard,Peron,TV,465546,0.48390845661548487
Perez,Hoarau,Social Media,417429,0.8758175898173051
Reynaud,Brunelnec,Social Media,28357,0.5838264160109333
Lenoir,Aubert,TV,212162,0.4121749279536491
Petit,Saint Alphonse-la-Forêt,TV,352107,0.20991442564550145
Chauveau,Beckerboeuf,TV,452588,0.7435231142571022
Bouvier SA,Hoareau,Social Media,352245,0.40337979762625364
Dupuy,Gautier,Social Media,490641,0.3522181683312392
Benoit,Sainte Alexandrie-les-Bains,Billboards,423060,0.8773422833741711
Allard SARL,Courtois,Radio,10962,0.5212522235208532
Hoareau Maillard et Fils,Nicolas,Radio,208361,0.7258294335883596
Perrin Gay et Fils,Vaillant-sur-Mer,Radio,410495,0.6649867403332007
Pichon Paris S.A.S.,Boyer,Social Media,433792,0.1815804872339654
Guillet et Fils,Couturier-sur-Mer,Social Media,476277,0.7025211352561552
Boucher,Mace,Social Media,43240,0.6797825453545181
Hamel,Saint Arthur-sur-Mer,Social Media,187934,0.18615640090017332
Duval Berger et Fils,Sainte Lucy,Billboards,371806,0.634374377664653
Marques,Sainte Alfred,Social Media,494726,0.8287589964880874
Lenoir,Wagner-sur-Mer,Social Media,331112,0.5004909622625563
François Daniel et Fils,Maury,Social Media,398424,0.6128471236864953
Faivre S.A.S.,Descamps-sur-Mer,Billboards,313714,0.4382363306471263
Morel Delmas et Fils,Schmitt,Social Media,63975,0.3914139258611601
Lopes,Tessier,Social Media,91431,0.21811095233656036
Guillet,Sainte VictorBourg,Radio,71413,0.7809420575920468
Mallet,Hamon-sur-Picard,Billboards,348396,0.14162670904789795
Teixeira,Besnard,TV,75604,0.32632305407162454
Turpin Gautier S.A.,Lemoine,Radio,423278,0.1471420352833314
Pasquier Bertin S.A.S.,Baron,Social Media,10693,0.23911442337860722
Schneider et Fils,Saint Gilbert-sur-Mer,TV,262233,0.3066074070141851
Marion,Vaillant-la-Forêt,Billboards,181270,0.2389352306305427
Morin,BrunBourg,Social Media,318730,0.32946305060309633
Poulain,Lagarde-sur-Barthelemy,Billboards,167434,0.8333811283478592
Hervé,Dos Santosboeuf,Billboards,131917,0.2991283046440006
Descamps Duhamel SARL,Garnierboeuf,TV,370907,0.301175203889271
Prévost Meyer SA,Bourdon,Billboards,175603,0.307518059375987
Faure SARL,Sainte Gillesnec,Billboards,405831,0.6174863216678497
Chauvet,Paul,Social Media,143144,0.572297835805525
Sanchez Klein et Fils,Boulanger-sur-Laine,Social Media,215966,0.5104522883500154
Breton,Guillou,Billboards,323480,0.40824436190840596
Labbé,Lainedan,TV,154971,0.38022186466683994
Pasquier Peron SA,Ruiz,Radio,305668,0.33221220008279817
Regnier,Bousquetboeuf,TV,467980,0.7094164450427123
Costa S.A.S.,Leclercqnec,Billboards,337011,0.7805754585011503
Godard SA,Leclercq-la-Forêt,Billboards,209424,0.6665151352556822
Lecomte SA,Saint Jeannine,Radio,104009,0.25587714266932016
Grégoire,PerezVille,Billboards,403152,0.27156960761171584
Philippe,Morel,Social Media,309701,0.7418363221677747
Brunel Jourdan SARL,Petitjean-la-Forêt,Social Media,444067,0.3307093644494941
Fouquet,FouquetVille,TV,180481,0.7640201547023721
Guérin S.A.R.L.,Durandnec,TV,206666,0.1921616525489939
Teixeira S.A.,Sainte Margaudboeuf,Social Media,313189,0.22492396285839356
Chauveau,Chauveaunec,Billboards,252115,0.22231970353131836
Garnier,Saint Tristan,Billboards,326844,0.16224017321572567
Bouvier Riou S.A.S.,Hubert,Billboards,224317,0.14537166426284368
Rivière,Raymond-sur-Barre,Radio,397133,0.48117696491864803
Henry Gimenez S.A.,Saint Thibaultdan,Radio,141488,0.32338845028444363
Roger S.A.,PayetVille,TV,360090,0.11399473004265658
Fabre,Goncalves-sur-Guyot,TV,406889,0.6970975044678801
Pinto,Sainte Camilleboeuf,TV,224435,0.6119045282006749
Lévêque,Buisson-sur-Hoarau,TV,479192,0.19721015958472973
Meunier Bazin et Fils,Faivre,Radio,480060,0.5722516984826509
Maillot,Moreno,Social Media,153546,0.5692865047909349
Dos Santos SARL,Saint Henrietteboeuf,TV,67541,0.14370679161333888
Lefèvre,Saint Arthur,TV,499508,0.1558578306074673
Colin Gilles SARL,Aubert,Billboards,264854,0.6865510986116121
Langlois et Fils,Robindan,Billboards,196740,0.3793891807621612
Martins Lecomte SA,Bonnet,Social Media,490008,0.6181784546493534
Lambert,Boucher,TV,114313,0.7047322998122255
Barbe S.A.R.L.,Bodinboeuf,Social Media,471325,0.6136352149316654
Gomes Leclercq S.A.S.,Vallet,Social Media,318131,0.525371208766517
Fouquet,Bretonboeuf,Radio,169369,0.6760817248969075
Peron SA,Gonzalez-sur-Mer,TV,268745,0.357972552791082
Ruiz,Rey,TV,476423,0.622216774198331
Pasquier S.A.,Sainte Odette,Radio,407301,0.6129744803718998
Masse Legrand S.A.,Boyer,TV,321993,0.40297934046210415
Charpentier S.A.S.,Maillard,Billboards,421611,0.10458384975840654
Prévost,Perrier,Billboards,376401,0.6107931491382238
Thomas,Fouquet-sur-Bazin,TV,362412,0.19158112058892504
Weiss,Godard,Billboards,41663,0.5808065011564542
Delattre,Bertrand-les-Bains,Billboards,349171,0.8666308655684405
Laporte,Delahaye,TV,19700,0.8273875764061598
Adam SA,Simonnec,TV,387040,0.8469118538408227
Rivière Michel S.A.,Maréchal-sur-Delaunay,TV,405650,0.25044728310943065
Millet Bourgeois SARL,Pascal,Billboards,362748,0.5873738739521709
Renard Peltier SARL,Benard,Social Media,28720,0.8053787584152217
Bouvet,Rodrigues-sur-Mer,Radio,52427,0.26020455855129987
Foucher Fournier S.A.,Gros-sur-Gosselin,Social Media,124185,0.3582955917611351
Maillot SA,Nicolas,Billboards,366035,0.38711593000711764
Grenier,LecoqVille,Billboards,406117,0.38399631341636986
